id,value,feed_id,created_at,lat,lon,ele
0EWZBHF6G7KJCRWA864B43GNTK,123.715820,1761090,2021-12-07 15:28:08 UTC,,,
0EWZBHRRRR88QPR3KX4QJ1Z9EY,123.232414,1761090,2021-12-07 15:28:39 UTC,,,
0EWZBP0W2G1DH0BCTRA39P7T60,123.540031,1761090,2021-12-07 15:36:05 UTC,,,
0EWZC5X3CZYGTD72HC69ASTGTG,123.144531,1761090,2021-12-07 16:03:50 UTC,,,
0EWZC5YEYVM87P6NDDYS75NTPY,123.188477,1761090,2021-12-07 16:03:55 UTC,,,
